57.148939,-2.098389,starbucks
57.143224,-2.111544,starbucks
57.143568,-2.096921,starbucks
57.132247,-2.123264,starbucks
57.14779,-2.098023,starbucks
50.842126,-0.251903,starbucks
54.661554,-6.216257,starbucks
54.721915,-6.221398,starbucks
54.654844,-5.697606,starbucks
54.449405,-6.38991,starbucks
54.338576,-6.181319,starbucks
51.14935,0.871216,starbucks
51.143558,0.876705,starbucks
52.022212,1.14223,starbucks
51.655777,-0.202198,starbucks
51.613809,-0.276451,starbucks
51.571769,-0.196177,starbucks
51.632337,-0.266371,starbucks
51.590785,0.479527,starbucks
51.569273,0.46075,starbucks
51.265572,-1.085481,starbucks
51.266452,-1.087614,starbucks
51.380831,-2.363118,starbucks
51.381912,-2.359463,starbucks
52.13611,-0.478392,starbucks
54.585029,-5.941012,starbucks
54.587272,-5.932406,starbucks
54.598614,-5.928349,starbucks
54.599634,-5.927585,starbucks
54.60062,-5.934267,starbucks
54.580289,-5.965722,starbucks
54.595287,-5.934026,starbucks
54.572054,-5.961106,starbucks
54.597906,-5.92529,starbucks
51.456133,0.146147,starbucks
52.508366,-1.858027,starbucks
52.478877,-1.910803,starbucks
52.477614,-1.89489,starbucks
52.478849,-1.898833,starbucks
52.562261,-1.824736,starbucks
52.508725,-1.823711,starbucks
52.477846,-1.892916,starbucks
52.619967,-1.207883,starbucks
52.619134,-1.205698,starbucks
53.730681,-2.452583,starbucks
53.812608,-3.010693,starbucks
53.816423,-3.054166,starbucks
53.106769,-1.310003,starbucks
53.583126,-2.536271,starbucks
53.580929,-2.430334,starbucks
50.723525,-1.904376,starbucks
50.720606,-1.879067,starbucks
50.746291,-1.817885,starbucks
50.724196,-1.864579,starbucks
50.720439,-1.883105,starbucks
51.392701,-0.74037,starbucks
53.77179,-1.731019,starbucks
53.792321,-1.753292,starbucks
51.86999,0.570953,starbucks
51.820635,0.676951,starbucks
51.535885,-0.205253,starbucks
51.620225,0.302696,starbucks
51.534476,-3.577362,starbucks
51.532323,-3.577706,starbucks
51.499702,-3.537578,starbucks
50.820857,-0.135197,starbucks
50.8241,-0.146172,starbucks
50.825854,-0.160969,starbucks
50.824866,-0.138943,starbucks
51.458288,-2.590065,starbucks
51.458138,-2.585803,starbucks
51.464008,-2.610752,starbucks
51.455582,-2.591642,starbucks
51.377251,0.100682,starbucks
51.406706,-0.028872,starbucks
51.402665,0.015739,starbucks
51.405574,0.015522,starbucks
51.400934,0.017029,starbucks
51.376365,-0.018782,starbucks
51.719668,-0.038167,starbucks
53.713195,-1.746574,starbucks
53.713195,-1.746574,starbucks
53.713194,-1.746573,starbucks
52.2069,0.130389,starbucks
52.20421,0.121977,starbucks
52.205073,0.123014,starbucks
51.518196,-0.125838,starbucks
51.528401,-0.127423,starbucks
51.516705,-0.129373,starbucks
51.54558,-0.162327,starbucks
51.522399,-0.135641,starbucks
51.520644,-0.12261,starbucks
51.547954,-0.181428,starbucks
51.518106,-0.118015,starbucks
51.550909,-0.165025,starbucks
51.538815,-0.143925,starbucks
51.554476,-0.165949,starbucks
51.516396,-0.120133,starbucks
51.540933,-0.144791,starbucks
51.55625,-0.178241,starbucks
51.520677,-0.134803,starbucks
51.518445,-0.113908,starbucks
51.524856,-0.12395,starbucks
51.533368,-0.146633,starbucks
51.522659,-0.11875,starbucks
51.278145,1.082095,starbucks
51.284776,1.085107,starbucks
51.483575,-3.167714,starbucks
51.467538,-3.160914,starbucks
51.538085,-3.132802,starbucks
51.454048,-3.186318,starbucks
51.506773,-3.189373,starbucks
