53.020021,-1.323835,kfc
53.085649,-1.374271,kfc
56.550296,-2.612099,kfc
54.673276,-5.961525,kfc
54.65867,-5.922566,kfc
54.6555,-5.917986,kfc
54.644775,-5.67007,kfc
54.427778,-6.432826,kfc
54.35146,-6.654351,kfc
50.796825,-0.671132,kfc
51.148735,0.874668,kfc
51.14039,0.870589,kfc
51.161429,0.871623,kfc
51.819628,-0.809111,kfc
51.818585,-0.81352,kfc
52.041171,0.753142,kfc
51.583215,-0.227984,kfc
51.604374,-0.189687,kfc
51.622344,-0.255223,kfc
51.59347,-0.258308,kfc
53.552438,-1.485444,kfc
53.568082,-1.471846,kfc
54.114799,-3.238542,kfc
51.266304,-1.088319,kfc
51.264973,-1.117671,kfc
51.413444,-2.478006,kfc
52.141191,-0.471526,kfc
52.12047,-0.4921,kfc
52.108965,-0.485376,kfc
51.478263,0.182758,kfc
51.457378,0.140519,kfc
51.425014,0.10618,kfc
51.462826,0.104351,kfc
52.441788,-1.975784,kfc
52.453277,-1.786849,kfc
52.463132,-1.839509,kfc
52.550476,-1.859144,kfc
53.823975,-3.039482,kfc
53.799575,-3.050433,kfc
53.816082,-3.054111,kfc
53.801917,-3.012289,kfc
53.283694,-1.292068,kfc
53.572886,-2.434813,kfc
53.583126,-2.536271,kfc
50.725232,-1.844048,kfc
50.743771,-1.879093,kfc
50.722219,-1.865874,kfc
50.719909,-1.88322,kfc
53.830599,-1.712,kfc
53.793535,-1.753422,kfc
53.79398,-1.751673,kfc
53.874274,-1.906031,kfc
53.766038,-1.708118,kfc
51.867549,0.579762,kfc
51.620699,0.304699,kfc
51.53197479,-3.572315931,kfc
51.495062,-3.568106,kfc
50.831344,-0.173875,kfc
50.831162,-0.136733,kfc
50.824135,-0.149564,kfc
50.834438,-0.206333,kfc
51.458138,-2.585803,kfc
51.48196,-2.526461,kfc
51.456267,-2.591305,kfc
51.416356,-2.587152,kfc
51.448006,-2.559814,kfc
51.438576,-2.619966,kfc
52.658011,1.283874,kfc
51.377584,0.100209,kfc
51.376456,-0.017758,kfc
51.402063,0.016216,kfc
51.414813,-0.052785,kfc
52.323141,-2.06049,kfc
52.927347,-1.204205,kfc
53.803354,-2.235205,kfc
53.786608,-2.248923,kfc
53.596025,-2.288384,kfc
51.601163,-3.09478,kfc
51.661099,-3.192803,kfc
52.2047,0.133197,kfc
51.540156,-0.143986,kfc
51.544071,-0.175713,kfc
52.699178,-2.009294,kfc
52.674958,-2.018946,kfc
51.277495,1.082883,kfc
51.359725,1.064642,kfc
51.292999,1.10339,kfc
51.539271,-3.131029,kfc
51.483222,-3.172472,kfc
51.472947,-3.204144,kfc
51.499488,-3.202682,kfc
54.88762,-2.869004,kfc
51.845944,-4.309399,kfc
51.79673,-4.084565,kfc
55.130228,-6.673536,kfc
51.890459,-0.513905,kfc
52.414758,-4.082058,kfc
52.686149,-1.128191,kfc
51.751235,0.468674,kfc
51.901361,-2.073945,kfc
51.893672,-2.128964,kfc
51.91368,-2.096863,kfc
52.060929,-1.337939,kfc
51.907458,-1.150787,kfc
53.096326,-2.433692,kfc
53.260896,-2.508543,kfc
53.197413,-2.914037,kfc
50.830028,-0.785093,kfc
53.629961,-2.692649,kfc
50.741455,-1.79741,kfc
50.743856,-1.738922,kfc
51.517564,-0.080116,kfc
56.092766,-3.758811,kfc
53.294835,-3.727441,kfc
53.322822,-3.825671,kfc
53.282972,-3.807231,kfc
50.155014,-5.073017,kfc
50.476027,-4.703158,kfc
50.129331,-5.515841,kfc
50.332915,-4.792566,kfc
51.11618,-0.19023,kfc
51.339526,-0.114413,kfc
51.373508,-0.100919,kfc
51.380777,-0.072438,kfc
51.378723,-0.103635,kfc
51.395502,-0.114685,kfc
51.753133,-0.472781,kfc
51.439335,0.27249,kfc
53.31937,-3.491465,kfc
53.289172,-3.46995,kfc
52.941077,-1.465119,kfc
52.919103,-1.472261,kfc
52.918381,-1.442123,kfc
52.910433,-1.491965,kfc
53.524063,-1.138615,kfc
53.522546,-1.130275,kfc
53.507452,-1.114073,kfc
53.544736,-1.082885,kfc
53.528989,-1.149935,kfc
52.492222,-2.123112,kfc
51.545154,-0.372817,kfc
51.509427,-0.327429,kfc
